,KEY,sarcasm_explanation
191,2_190_u,"The video is sarcastic because the speaker's utterance, ""Well Scott I am sure we are all really really looking forward to hear your story,"" conveys irony and insincerity through the use of repetitive emphasis and the phrase ""we are all."" The tone is condescending and mocking, implying that the speaker is not genuinely interested in hearing Scott's story. The overall sentiment expressed is negative, with a hint of annoyance or frustration, and the speaker's tone is somewhat dismissive. Additionally, the facial cues, such as the raised inner and outer brow, wrinkled nose, and depressed lower lip, suggest emotions like sadness and doubt, which further support the conclusion that the video is sarcastic."
192,1_6645_u,"The video is non-sarcastic because the speaker's utterance conveys irritation and frustration, but lacks a tongue-in-cheek or ironic tone, suggesting a genuine negative emotion rather than sarcasm. Additionally, the speaker's warm and inviting tone, consistent positive energy, and lack of negative emotions in their voice and facial expressions further support the conclusion that the video is non-sarcastic."
193,3_S06E05_355_u,"The video is sarcastic because the speaker's utterance conveys annoyance and frustration, with a tone that is slightly irritated and exasperated. The use of phrases like ""interrupt your flow"" and ""use words incorrectly"" suggests a negative sentiment, and the speaker's tone is tongue-in-cheek, implying facetiousness or irony. The shift in the speaker's tone from neutral to assertive and emphatic, particularly in the phrase ""I can come interrupt your flow"", adds to the sarcastic tone. Additionally, the speaker's facial expressions, such as raised brows and tightened lids, indicate a sense of annoyance and frustration, further supporting the conclusion that the video is sarcastic."
194,1_S09E05_222_u,"The video is non-sarcastic because despite the speaker's tone implying they are sharing obvious knowledge, the overall sentiment conveyed is one of defiance and readiness for challenge, reflecting a rebellious or adventurous character. The speaker's facial expressions, such as raised brows and a tightened lid, suggest emotions like happiness and surprise, rather than sarcasm. Additionally, the speaker's assertive and slightly aggressive tone, complemented by a quick return to the original tone after a brief hesitation, emphasizes their bold approach, further supporting the non-sarcastic label."
195,1_5627_u,"The video is sarcastic because of the speaker's tone, language, and facial expressions. The use of phrases like ""Oh, yeah"" and ""can only be good for you"" convey irony and doubt, implying the opposite of what is being said. The speaker's tone shifts from neutral to amused, but with a hint of mockery, and their facial expressions, such as raised brows and a tightened lid, suggest skepticism and doubt. These cues collectively indicate that the speaker's intention is to be sarcastic, rather than genuinely encouraging."
196,1_6426_u,"The video is sarcastic because of the speaker's utterance, tone, and facial expressions. The phrase ""the holidays are just around the corner"" is used ironically, and the subsequent sentence ""maybe he wants to see if he can lodge the other testicle up there"" is meant to be humorous but with a dark and irreverent tone, conveying annoyance and frustration. The speaker's tone shifts from neutral to playful but slightly aggressive, and their facial expressions, such as raised brows, tightened lids, and wrinkled nose, suggest emotions like sadness and doubt, which are inconsistent with the literal meaning of the words, further indicating sarcasm."
197,1_S09E03_476_u,"The video is non-sarcastic because the speaker's tone is straightforward and matter-of-fact, without any irony or humor, conveying a sense of frustration and annoyance at not being able to remove the flat tire. The shift in tone from neutral to assertive and frustrated, accompanied by the choice of words implying urgency, further supports this conclusion. Additionally, the speaker's facial expressions, such as a raised inner brow and tightened lip, suggest a genuine emotional response rather than sarcasm."
198,1_S12E06_010_u,"The video is non-sarcastic because the speaker's utterance conveys curiosity and interest, with a neutral and enthusiastic tone, and a positive sentiment of fascination and intrigue. The speaker's facial expressions and tone of voice, described as assertive, confident, and professional, also lack any hint of sarcasm or negativity. Additionally, the video context, showing the speakers laughing and talking in a casual setting, further supports the non-sarcastic label."
199,1_4544_u,"The video is non-sarcastic because despite the speaker's playful and teasing tone, the overall sentiment is lighthearted and humorous, conveying friendliness and camaraderie. The use of exaggerated and unlikely claims, such as synchronized menstrual cycles, is meant to be humorous rather than sarcastic. The speaker's tone, facial expressions, and vocal dynamics also suggest a playful and adaptable tone, with a shift towards a more casual and light-hearted mood. The presence of laughter towards the end of the conversation further reinforces the non-sarcastic nature of the video."
200,2_103_u,"The video is sarcastic because the speaker's utterance, ""No, this is just part of a daredevil game that I play called wait until last moment before I burst and die"", conveys a negative sentiment with a tone of exasperation and self-deprecation, hinting at dark humor or irony. Although the speaker's tone is assertive yet light-hearted, and their facial expressions suggest doubt, the use of hyperbolic language and the underlying emotions of anxiety, frustration, and desperation suggest a subtle yet present sarcastic tone."
